cow_L,cow_R,question_num,HIT,Worker_id,response,id
6025,7114,7,21,AAWX7QFQUNM6D,0,21-7
6025,7114,7,21,A1IOMFFEKCWOIT,-2,21-7
6025,7114,7,21,AISFU4P55HYEH,0,21-7
6025,7114,7,21,A2R0YYUAWNT7UD,0,21-7
5064,7153,8,21,A2R0YYUAWNT7UD,-1,21-8
5064,7153,8,21,A3L3ZFL1NYFTCF,-1,21-8
5064,7153,8,21,A1IOMFFEKCWOIT,-3,21-8
5064,7153,8,21,A353KETOEN0W8T,-1,21-8
5064,7153,8,21,A1XO6ONCCTBMKW,-2,21-8
5064,7153,8,21,A2FCGEU5RTEWG8,0,21-8
5064,7153,8,21,ASEMC3G1PJ6SB,-1,21-8
5064,7153,8,21,A1IU5OP7BBZHZ7,0,21-8
5064,7153,8,21,AM0JKZVOEOTMA,-3,21-8
5064,7153,8,21,A28A3HF3LSEIDT,1,21-8
5064,7153,8,21,A2YHSU2IJZ9J14,-1,21-8
5064,7153,8,21,A13XXMDHOULEZ7,-1,21-8
5064,7153,8,21,A3UUH3632AI3ZX,-1,21-8
5064,7153,8,21,A2J237J8KM3OCS,-2,21-8
7045,7128,9,21,A2J237J8KM3OCS,1,21-9
7045,7128,9,21,A3L3ZFL1NYFTCF,1,21-9
7045,7128,9,21,A2R0YYUAWNT7UD,0,21-9
7045,7128,9,21,ASEMC3G1PJ6SB,0,21-9
7045,7128,9,21,A14PFRHG0A2YY9,1,21-9
7045,7128,9,21,AM0JKZVOEOTMA,-1,21-9
7045,7128,9,21,A13XXMDHOULEZ7,0,21-9
7045,7128,9,21,AAWX7QFQUNM6D,1,21-9
7045,7128,9,21,A353KETOEN0W8T,-1,21-9
7045,7128,9,21,A28A3HF3LSEIDT,3,21-9
7045,7128,9,21,A3UUH3632AI3ZX,0,21-9
7045,7128,9,21,A1IU5OP7BBZHZ7,0,21-9
7045,7128,9,21,A1XO6ONCCTBMKW,2,21-9
7045,7128,9,21,A2FCGEU5RTEWG8,0,21-9
6025,5118,1,22,AISFU4P55HYEH,0,22-1
6025,5118,1,22,A1XO6ONCCTBMKW,2,22-1
6025,5118,1,22,A2YHSU2IJZ9J14,1,22-1
6025,5118,1,22,ASEMC3G1PJ6SB,1,22-1
6025,5118,1,22,A13XXMDHOULEZ7,1,22-1
6025,5118,1,22,A28A3HF3LSEIDT,0,22-1
6025,5118,1,22,AM0JKZVOEOTMA,3,22-1
6025,5118,1,22,A2FCGEU5RTEWG8,1,22-1
6025,5118,1,22,A2J237J8KM3OCS,1,22-1
6025,5118,1,22,A1IOMFFEKCWOIT,3,22-1
6025,5118,1,22,A353KETOEN0W8T,2,22-1
6025,5118,1,22,AAWX7QFQUNM6D,1,22-1
6025,5118,1,22,A1IU5OP7BBZHZ7,0,22-1
6025,5118,1,22,A3L3ZFL1NYFTCF,1,22-1
7045,7109,10,22,A353KETOEN0W8T,-1,22-10
7045,7109,10,22,A3UUH3632AI3ZX,0,22-10
7045,7109,10,22,A1XO6ONCCTBMKW,-2,22-10
7045,7109,10,22,A2FCGEU5RTEWG8,1,22-10
7045,7109,10,22,ASEMC3G1PJ6SB,0,22-10
7045,7109,10,22,A2R0YYUAWNT7UD,-1,22-10
7045,7109,10,22,A13XXMDHOULEZ7,0,22-10
7045,7109,10,22,A3GXSHLBND9E92,1,22-10
7045,7109,10,22,AAWX7QFQUNM6D,0,22-10
7045,7109,10,22,A2J237J8KM3OCS,-1,22-10
7045,7109,10,22,AM0JKZVOEOTMA,0,22-10
7045,7109,10,22,A2YHSU2IJZ9J14,1,22-10
7045,7109,10,22,A28A3HF3LSEIDT,2,22-10
7045,7109,10,22,A1IU5OP7BBZHZ7,0,22-10
7128,6092,4,22,ASEMC3G1PJ6SB,0,22-4
7128,6092,4,22,A1IOMFFEKCWOIT,2,22-4
7128,6092,4,22,A14PFRHG0A2YY9,0,22-4
7128,6092,4,22,A353KETOEN0W8T,-1,22-4
7128,6092,4,22,A3L3ZFL1NYFTCF,-1,22-4
7128,6092,4,22,A2R0YYUAWNT7UD,1,22-4
7128,6092,4,22,A28A3HF3LSEIDT,-1,22-4
7128,6092,4,22,A2YHSU2IJZ9J14,-1,22-4
7128,6092,4,22,A3GXSHLBND9E92,0,22-4
7128,6092,4,22,AAWX7QFQUNM6D,0,22-4
7128,6092,4,22,A2FCGEU5RTEWG8,1,22-4
7128,6092,4,22,A1IU5OP7BBZHZ7,0,22-4
7128,6092,4,22,A13XXMDHOULEZ7,0,22-4
7128,6092,4,22,A3UUH3632AI3ZX,1,22-4
7064,7128,5,22,A1IU5OP7BBZHZ7,0,22-5
7064,7128,5,22,AAWX7QFQUNM6D,-1,22-5
7064,7128,5,22,AISFU4P55HYEH,1,22-5
7064,7128,5,22,A353KETOEN0W8T,1,22-5
7064,7128,5,22,A28A3HF3LSEIDT,-3,22-5
7064,7128,5,22,AM0JKZVOEOTMA,-3,22-5
7064,7128,5,22,A1IOMFFEKCWOIT,-2,22-5
7064,7128,5,22,A3GXSHLBND9E92,-2,22-5
7064,7128,5,22,A2R0YYUAWNT7UD,-1,22-5
7064,7128,5,22,A2J237J8KM3OCS,-1,22-5
7064,7128,5,22,A3UUH3632AI3ZX,-2,22-5
7064,7128,5,22,A14PFRHG0A2YY9,0,22-5
7064,7128,5,22,A3L3ZFL1NYFTCF,-1,22-5
7064,7128,5,22,A13XXMDHOULEZ7,-1,22-5
6053,4008,6,22,A1IOMFFEKCWOIT,-2,22-6
6053,4008,6,22,A1XO6ONCCTBMKW,2,22-6
6053,4008,6,22,A2R0YYUAWNT7UD,1,22-6
6053,4008,6,22,A14PFRHG0A2YY9,1,22-6
6053,4008,6,22,AM0JKZVOEOTMA,3,22-6
6053,4008,6,22,A3UUH3632AI3ZX,1,22-6
6053,4008,6,22,A3L3ZFL1NYFTCF,1,22-6
6053,4008,6,22,AAWX7QFQUNM6D,1,22-6
6053,4008,6,22,A3GXSHLBND9E92,1,22-6
6053,4008,6,22,A2J237J8KM3OCS,3,22-6
6053,4008,6,22,A13XXMDHOULEZ7,1,22-6
6053,4008,6,22,A28A3HF3LSEIDT,2,22-6
6053,4008,6,22,A2YHSU2IJZ9J14,3,22-6
6053,4008,6,22,ASEMC3G1PJ6SB,1,22-6
7138,7136,7,22,AAWX7QFQUNM6D,0,22-7
7138,7136,7,22,ASEMC3G1PJ6SB,0,22-7
7138,7136,7,22,A1IOMFFEKCWOIT,-2,22-7
7138,7136,7,22,A3GXSHLBND9E92,0,22-7
7138,7136,7,22,A3L3ZFL1NYFTCF,-1,22-7
7138,7136,7,22,A1IU5OP7BBZHZ7,0,22-7
7138,7136,7,22,A14PFRHG0A2YY9,1,22-7
7138,7136,7,22,A2J237J8KM3OCS,2,22-7
7138,7136,7,22,A2YHSU2IJZ9J14,1,22-7
7138,7136,7,22,A353KETOEN0W8T,-2,22-7
7138,7136,7,22,AM0JKZVOEOTMA,3,22-7
7138,7136,7,22,A2FCGEU5RTEWG8,1,22-7
7138,7136,7,22,A2R0YYUAWNT7UD,0,22-7
7138,7136,7,22,AISFU4P55HYEH,-1,22-7
4035,6053,8,22,A2R0YYUAWNT7UD,-2,22-8
4035,6053,8,22,A2J237J8KM3OCS,-3,22-8
4035,6053,8,22,A1IU5OP7BBZHZ7,-1,22-8
4035,6053,8,22,A2FCGEU5RTEWG8,-2,22-8
4035,6053,8,22,ASEMC3G1PJ6SB,-1,22-8
4035,6053,8,22,AISFU4P55HYEH,-2,22-8
4035,6053,8,22,A3UUH3632AI3ZX,0,22-8
4035,6053,8,22,A13XXMDHOULEZ7,-3,22-8
4035,6053,8,22,AAWX7QFQUNM6D,-3,22-8
4035,6053,8,22,A14PFRHG0A2YY9,-2,22-8
4035,6053,8,22,AM0JKZVOEOTMA,-3,22-8
4035,6053,8,22,A2YHSU2IJZ9J14,-3,22-8
4035,6053,8,22,A3GXSHLBND9E92,-2,22-8
4035,6053,8,22,A3L3ZFL1NYFTCF,-3,22-8
6029,4035,9,22,A1IU5OP7BBZHZ7,1,22-9
6029,4035,9,22,A28A3HF3LSEIDT,1,22-9
6029,4035,9,22,A2YHSU2IJZ9J14,3,22-9
6029,4035,9,22,ASEMC3G1PJ6SB,1,22-9
6029,4035,9,22,A3UUH3632AI3ZX,0,22-9
6029,4035,9,22,AM0JKZVOEOTMA,3,22-9
6029,4035,9,22,AAWX7QFQUNM6D,3,22-9
6029,4035,9,22,A2FCGEU5RTEWG8,2,22-9
6029,4035,9,22,AISFU4P55HYEH,2,22-9
6029,4035,9,22,A1XO6ONCCTBMKW,3,22-9
6029,4035,9,22,A3L3ZFL1NYFTCF,3,22-9
6029,4035,9,22,A2J237J8KM3OCS,3,22-9
6029,4035,9,22,A353KETOEN0W8T,3,22-9
6029,4035,9,22,A3GXSHLBND9E92,2,22-9
6029,6086,1,23,A2YHSU2IJZ9J14,2,23-1
6029,6086,1,23,A1XO6ONCCTBMKW,2,23-1
6029,6086,1,23,AISFU4P55HYEH,1,23-1
6029,6086,1,23,A3UUH3632AI3ZX,0,23-1
6029,6086,1,23,A2FCGEU5RTEWG8,2,23-1
6029,6086,1,23,A13XXMDHOULEZ7,1,23-1
6029,6086,1,23,ASEMC3G1PJ6SB,0,23-1
6029,6086,1,23,A353KETOEN0W8T,2,23-1
6029,6086,1,23,A14PFRHG0A2YY9,0,23-1
6029,6086,1,23,A3GXSHLBND9E92,1,23-1
6029,6086,1,23,A1IU5OP7BBZHZ7,1,23-1
6029,6086,1,23,AM0JKZVOEOTMA,3,23-1
6029,6086,1,23,A3L3ZFL1NYFTCF,2,23-1
6029,6086,1,23,AAWX7QFQUNM6D,1,23-1
6046,6025,2,23,A2YHSU2IJZ9J14,1,23-2
6046,6025,2,23,A3GXSHLBND9E92,0,23-2
6046,6025,2,23,A28A3HF3LSEIDT,1,23-2
6046,6025,2,23,A14PFRHG0A2YY9,0,23-2
6046,6025,2,23,A1IU5OP7BBZHZ7,0,23-2
6046,6025,2,23,A1XO6ONCCTBMKW,2,23-2
6046,6025,2,23,A1IOMFFEKCWOIT,-2,23-2
6046,6025,2,23,AISFU4P55HYEH,-1,23-2
6046,6025,2,23,A3L3ZFL1NYFTCF,1,23-2
6046,6025,2,23,AAWX7QFQUNM6D,0,23-2
6046,6025,2,23,AM0JKZVOEOTMA,-2,23-2
6046,6025,2,23,A2FCGEU5RTEWG8,0,23-2
6046,6025,2,23,A3UUH3632AI3ZX,0,23-2
6046,6025,2,23,A13XXMDHOULEZ7,0,23-2
5087,6068,4,23,AISFU4P55HYEH,-3,23-4
5087,6068,4,23,ASEMC3G1PJ6SB,-2,23-4
5087,6068,4,23,A13XXMDHOULEZ7,-1,23-4
5087,6068,4,23,A3GXSHLBND9E92,-2,23-4
5087,6068,4,23,A1IU5OP7BBZHZ7,-3,23-4
5087,6068,4,23,A353KETOEN0W8T,-3,23-4
5087,6068,4,23,A2FCGEU5RTEWG8,-2,23-4
5087,6068,4,23,A14PFRHG0A2YY9,-2,23-4
5087,6068,4,23,A2J237J8KM3OCS,-3,23-4
5087,6068,4,23,A3L3ZFL1NYFTCF,-3,23-4
5087,6068,4,23,AM0JKZVOEOTMA,-3,23-4
5087,6068,4,23,A28A3HF3LSEIDT,2,23-4
5087,6068,4,23,AAWX7QFQUNM6D,-1,23-4
5087,6068,4,23,A2YHSU2IJZ9J14,-2,23-4
4035,7163,5,23,A2J237J8KM3OCS,-2,23-5
4035,7163,5,23,A1IU5OP7BBZHZ7,-2,23-5
4035,7163,5,23,A2YHSU2IJZ9J14,-2,23-5
4035,7163,5,23,A3L3ZFL1NYFTCF,-3,23-5
4035,7163,5,23,AM0JKZVOEOTMA,-3,23-5
4035,7163,5,23,A2FCGEU5RTEWG8,-1,23-5
4035,7163,5,23,A3UUH3632AI3ZX,0,23-5
4035,7163,5,23,A353KETOEN0W8T,-3,23-5
4035,7163,5,23,AISFU4P55HYEH,-2,23-5
4035,7163,5,23,ASEMC3G1PJ6SB,-1,23-5
4035,7163,5,23,A28A3HF3LSEIDT,-2,23-5
4035,7163,5,23,A3GXSHLBND9E92,-2,23-5
4035,7163,5,23,A1IOMFFEKCWOIT,2,23-5
4035,7163,5,23,A2R0YYUAWNT7UD,-2,23-5
4035,7153,6,23,A2J237J8KM3OCS,-3,23-6
4035,7153,6,23,A28A3HF3LSEIDT,-2,23-6
4035,7153,6,23,AM0JKZVOEOTMA,-3,23-6
4035,7153,6,23,A3GXSHLBND9E92,-2,23-6
4035,7153,6,23,AISFU4P55HYEH,-2,23-6
4035,7153,6,23,A1IU5OP7BBZHZ7,-3,23-6
4035,7153,6,23,ASEMC3G1PJ6SB,-1,23-6
4035,7153,6,23,A2R0YYUAWNT7UD,-2,23-6
4035,7153,6,23,A2FCGEU5RTEWG8,-1,23-6
4035,7153,6,23,A3UUH3632AI3ZX,0,23-6
4035,7153,6,23,A1IOMFFEKCWOIT,2,23-6
4035,7153,6,23,A13XXMDHOULEZ7,-3,23-6
4035,7153,6,23,A353KETOEN0W8T,-3,23-6
4035,7153,6,23,A3L3ZFL1NYFTCF,-3,23-6
6046,7138,7,23,A2R0YYUAWNT7UD,0,23-7
6046,7138,7,23,A1XO6ONCCTBMKW,-2,23-7
6046,7138,7,23,A28A3HF3LSEIDT,-1,23-7
6046,7138,7,23,A353KETOEN0W8T,1,23-7
6046,7138,7,23,A13XXMDHOULEZ7,0,23-7
6046,7138,7,23,A3L3ZFL1NYFTCF,2,23-7
6046,7138,7,23,ASEMC3G1PJ6SB,0,23-7
6046,7138,7,23,AAWX7QFQUNM6D,1,23-7
6046,7138,7,23,A2J237J8KM3OCS,1,23-7
6046,7138,7,23,A14PFRHG0A2YY9,0,23-7
6046,7138,7,23,A1IU5OP7BBZHZ7,0,23-7
6046,7138,7,23,A2FCGEU5RTEWG8,0,23-7
6046,7138,7,23,A1IOMFFEKCWOIT,-2,23-7
6046,7138,7,23,A3UUH3632AI3ZX,0,23-7
7109,6088,8,23,A353KETOEN0W8T,3,23-8
7109,6088,8,23,A2FCGEU5RTEWG8,2,23-8
7109,6088,8,23,A28A3HF3LSEIDT,2,23-8
7109,6088,8,23,A3GXSHLBND9E92,1,23-8
7109,6088,8,23,A3UUH3632AI3ZX,0,23-8
7109,6088,8,23,A3L3ZFL1NYFTCF,3,23-8
7109,6088,8,23,A1IU5OP7BBZHZ7,2,23-8
7109,6088,8,23,AM0JKZVOEOTMA,3,23-8
7109,6088,8,23,A2J237J8KM3OCS,2,23-8
7109,6088,8,23,ASEMC3G1PJ6SB,1,23-8
7109,6088,8,23,A13XXMDHOULEZ7,2,23-8
7109,6088,8,23,A1XO6ONCCTBMKW,3,23-8
7109,6088,8,23,AAWX7QFQUNM6D,2,23-8
7109,6088,8,23,A2YHSU2IJZ9J14,2,23-8
6025,6053,9,23,A2FCGEU5RTEWG8,1,23-9
6025,6053,9,23,A2J237J8KM3OCS,-1,23-9
6025,6053,9,23,ASEMC3G1PJ6SB,0,23-9
6025,6053,9,23,A3UUH3632AI3ZX,1,23-9
6025,6053,9,23,AISFU4P55HYEH,2,23-9
6025,6053,9,23,A13XXMDHOULEZ7,0,23-9
6025,6053,9,23,A2R0YYUAWNT7UD,0,23-9
6025,6053,9,23,AM0JKZVOEOTMA,0,23-9
6025,6053,9,23,AAWX7QFQUNM6D,1,23-9
6025,6053,9,23,A2YHSU2IJZ9J14,1,23-9
6025,6053,9,23,A14PFRHG0A2YY9,1,23-9
6025,6053,9,23,A353KETOEN0W8T,1,23-9
6025,6053,9,23,A3GXSHLBND9E92,0,23-9
6025,6053,9,23,A3L3ZFL1NYFTCF,2,23-9
7136,7109,1,24,AISFU4P55HYEH,0,24-1
7136,7109,1,24,AAWX7QFQUNM6D,0,24-1
7136,7109,1,24,A2FCGEU5RTEWG8,-1,24-1
7136,7109,1,24,A13XXMDHOULEZ7,0,24-1
7136,7109,1,24,A2J237J8KM3OCS,-2,24-1
7136,7109,1,24,A28A3HF3LSEIDT,0,24-1
7136,7109,1,24,A1IOMFFEKCWOIT,0,24-1
7136,7109,1,24,A1XO6ONCCTBMKW,2,24-1
7136,7109,1,24,AM0JKZVOEOTMA,-2,24-1
7136,7109,1,24,A2R0YYUAWNT7UD,0,24-1
7136,7109,1,24,A353KETOEN0W8T,-1,24-1
7136,7109,1,24,A14PFRHG0A2YY9,-1,24-1
7136,7109,1,24,A3L3ZFL1NYFTCF,-1,24-1
7136,7109,1,24,A3UUH3632AI3ZX,0,24-1
6094,7153,10,24,A1IU5OP7BBZHZ7,0,24-10
6094,7153,10,24,A28A3HF3LSEIDT,2,24-10
6094,7153,10,24,A3GXSHLBND9E92,1,24-10
6094,7153,10,24,A2FCGEU5RTEWG8,-1,24-10
6094,7153,10,24,AAWX7QFQUNM6D,0,24-10
6094,7153,10,24,ASEMC3G1PJ6SB,1,24-10
6094,7153,10,24,A1IOMFFEKCWOIT,-2,24-10
6094,7153,10,24,A3L3ZFL1NYFTCF,-1,24-10
6094,7153,10,24,A2YHSU2IJZ9J14,1,24-10
6094,7153,10,24,A13XXMDHOULEZ7,0,24-10
6094,7153,10,24,A353KETOEN0W8T,1,24-10
6094,7153,10,24,A2R0YYUAWNT7UD,1,24-10
6094,7153,10,24,A3UUH3632AI3ZX,1,24-10
6094,7153,10,24,A1XO6ONCCTBMKW,2,24-10
7138,6053,2,24,A28A3HF3LSEIDT,1,24-2
7138,6053,2,24,ASEMC3G1PJ6SB,1,24-2
7138,6053,2,24,A1IU5OP7BBZHZ7,0,24-2
7138,6053,2,24,A14PFRHG0A2YY9,1,24-2
7138,6053,2,24,A3GXSHLBND9E92,0,24-2
7138,6053,2,24,A3UUH3632AI3ZX,0,24-2
7138,6053,2,24,A13XXMDHOULEZ7,1,24-2
7138,6053,2,24,AAWX7QFQUNM6D,1,24-2
7138,6053,2,24,A3L3ZFL1NYFTCF,1,24-2
7138,6053,2,24,AISFU4P55HYEH,-1,24-2
7138,6053,2,24,A2YHSU2IJZ9J14,1,24-2
7138,6053,2,24,A2FCGEU5RTEWG8,1,24-2
7138,6053,2,24,A2R0YYUAWNT7UD,1,24-2
7138,6053,2,24,AM0JKZVOEOTMA,2,24-2
7045,8083,3,24,A3GXSHLBND9E92,1,24-3
7045,8083,3,24,A1XO6ONCCTBMKW,2,24-3
7045,8083,3,24,A3UUH3632AI3ZX,3,24-3
7045,8083,3,24,A13XXMDHOULEZ7,1,24-3
7045,8083,3,24,A353KETOEN0W8T,1,24-3
7045,8083,3,24,AM0JKZVOEOTMA,3,24-3
7045,8083,3,24,A28A3HF3LSEIDT,2,24-3
7045,8083,3,24,A2YHSU2IJZ9J14,2,24-3
7045,8083,3,24,A3L3ZFL1NYFTCF,1,24-3
7045,8083,3,24,A2R0YYUAWNT7UD,1,24-3
7045,8083,3,24,A2J237J8KM3OCS,2,24-3
7045,8083,3,24,AAWX7QFQUNM6D,1,24-3
7045,8083,3,24,A1IU5OP7BBZHZ7,0,24-3
7045,8083,3,24,A2FCGEU5RTEWG8,3,24-3
6094,6025,4,24,A2R0YYUAWNT7UD,1,24-4
6094,6025,4,24,A1XO6ONCCTBMKW,2,24-4
6094,6025,4,24,A1IOMFFEKCWOIT,2,24-4
6094,6025,4,24,AISFU4P55HYEH,0,24-4
6094,6025,4,24,A13XXMDHOULEZ7,0,24-4
6094,6025,4,24,A353KETOEN0W8T,1,24-4
6094,6025,4,24,A2YHSU2IJZ9J14,-1,24-4
6094,6025,4,24,AAWX7QFQUNM6D,0,24-4
6094,6025,4,24,A2FCGEU5RTEWG8,-1,24-4
6094,6025,4,24,A3L3ZFL1NYFTCF,2,24-4
6094,6025,4,24,AM0JKZVOEOTMA,2,24-4
6094,6025,4,24,A1IU5OP7BBZHZ7,0,24-4
6094,6025,4,24,A28A3HF3LSEIDT,1,24-4
6094,6025,4,24,A2J237J8KM3OCS,1,24-4
7138,7064,5,24,ASEMC3G1PJ6SB,2,24-5
7138,7064,5,24,A28A3HF3LSEIDT,3,24-5
7138,7064,5,24,AM0JKZVOEOTMA,3,24-5
7138,7064,5,24,A2FCGEU5RTEWG8,1,24-5
7138,7064,5,24,AISFU4P55HYEH,-1,24-5
7138,7064,5,24,A3L3ZFL1NYFTCF,1,24-5
7138,7064,5,24,A14PFRHG0A2YY9,0,24-5
7138,7064,5,24,A353KETOEN0W8T,-1,24-5
7138,7064,5,24,AAWX7QFQUNM6D,1,24-5
7138,7064,5,24,A3GXSHLBND9E92,1,24-5
7138,7064,5,24,A13XXMDHOULEZ7,2,24-5
7138,7064,5,24,A2R0YYUAWNT7UD,2,24-5
7138,7064,5,24,A3UUH3632AI3ZX,3,24-5
7138,7064,5,24,A1IU5OP7BBZHZ7,0,24-5
5087,6094,8,24,A1IOMFFEKCWOIT,-2,24-8
5087,6094,8,24,A1IU5OP7BBZHZ7,-3,24-8
5087,6094,8,24,A3GXSHLBND9E92,-2,24-8
5087,6094,8,24,A2FCGEU5RTEWG8,-2,24-8
5087,6094,8,24,A353KETOEN0W8T,-3,24-8
5087,6094,8,24,AM0JKZVOEOTMA,-3,24-8
5087,6094,8,24,ASEMC3G1PJ6SB,-1,24-8
5087,6094,8,24,AISFU4P55HYEH,-3,24-8
5087,6094,8,24,A13XXMDHOULEZ7,-2,24-8
5087,6094,8,24,A2YHSU2IJZ9J14,-3,24-8
5087,6094,8,24,A1XO6ONCCTBMKW,-3,24-8
5087,6094,8,24,AAWX7QFQUNM6D,-2,24-8
5087,6094,8,24,A2R0YYUAWNT7UD,-2,24-8
5087,6094,8,24,A14PFRHG0A2YY9,-2,24-8
7138,6094,9,24,A3L3ZFL1NYFTCF,-1,24-9
7138,6094,9,24,A28A3HF3LSEIDT,0,24-9
7138,6094,9,24,A353KETOEN0W8T,-2,24-9
7138,6094,9,24,A2J237J8KM3OCS,-2,24-9
7138,6094,9,24,A2YHSU2IJZ9J14,1,24-9
7138,6094,9,24,AAWX7QFQUNM6D,0,24-9
7138,6094,9,24,A1IOMFFEKCWOIT,2,24-9
7138,6094,9,24,A14PFRHG0A2YY9,0,24-9
7138,6094,9,24,A1IU5OP7BBZHZ7,0,24-9
7138,6094,9,24,AISFU4P55HYEH,-1,24-9
7138,6094,9,24,A3GXSHLBND9E92,-1,24-9
7138,6094,9,24,A2R0YYUAWNT7UD,0,24-9
7138,6094,9,24,ASEMC3G1PJ6SB,0,24-9
7138,6094,9,24,A2FCGEU5RTEWG8,1,24-9
6029,7128,1,25,AM0JKZVOEOTMA,-3,25-1
6029,7128,1,25,A1IOMFFEKCWOIT,2,25-1
6029,7128,1,25,A3GXSHLBND9E92,0,25-1
6029,7128,1,25,A28A3HF3LSEIDT,0,25-1
6029,7128,1,25,A3UUH3632AI3ZX,0,25-1
6029,7128,1,25,ASEMC3G1PJ6SB,0,25-1
6029,7128,1,25,AISFU4P55HYEH,1,25-1
6029,7128,1,25,A2YHSU2IJZ9J14,2,25-1
6029,7128,1,25,A3L3ZFL1NYFTCF,1,25-1
6029,7128,1,25,A353KETOEN0W8T,2,25-1
6029,7128,1,25,A1IU5OP7BBZHZ7,0,25-1
6029,7128,1,25,A2R0YYUAWNT7UD,1,25-1
6029,7128,1,25,A2FCGEU5RTEWG8,0,25-1
6029,7128,1,25,A1XO6ONCCTBMKW,2,25-1
7116,6092,10,25,A353KETOEN0W8T,-3,25-10
7116,6092,10,25,A2FCGEU5RTEWG8,-2,25-10
7116,6092,10,25,A3GXSHLBND9E92,-2,25-10
7116,6092,10,25,A1IOMFFEKCWOIT,-3,25-10
7116,6092,10,25,AM0JKZVOEOTMA,-3,25-10
7116,6092,10,25,A2R0YYUAWNT7UD,-2,25-10
7116,6092,10,25,AAWX7QFQUNM6D,-1,25-10
7116,6092,10,25,A28A3HF3LSEIDT,-3,25-10
7116,6092,10,25,A1IU5OP7BBZHZ7,-2,25-10
7116,6092,10,25,AISFU4P55HYEH,-1,25-10
7116,6092,10,25,A14PFRHG0A2YY9,-1,25-10
7116,6092,10,25,ASEMC3G1PJ6SB,-2,25-10
7116,6092,10,25,A3L3ZFL1NYFTCF,-2,25-10
7116,6092,10,25,A3UUH3632AI3ZX,-2,25-10
7045,6096,2,25,AISFU4P55HYEH,0,25-2
7045,6096,2,25,A1XO6ONCCTBMKW,3,25-2
7045,6096,2,25,A1IU5OP7BBZHZ7,0,25-2
7045,6096,2,25,A2FCGEU5RTEWG8,1,25-2
7045,6096,2,25,A353KETOEN0W8T,3,25-2
7045,6096,2,25,A13XXMDHOULEZ7,1,25-2
7045,6096,2,25,AM0JKZVOEOTMA,3,25-2
7045,6096,2,25,A3L3ZFL1NYFTCF,1,25-2
7045,6096,2,25,A3GXSHLBND9E92,0,25-2
7045,6096,2,25,A3UUH3632AI3ZX,0,25-2
7045,6096,2,25,AAWX7QFQUNM6D,1,25-2
7045,6096,2,25,A2J237J8KM3OCS,-2,25-2
7045,6096,2,25,A14PFRHG0A2YY9,0,25-2
7045,6096,2,25,A2YHSU2IJZ9J14,1,25-2
7138,4026,3,25,A14PFRHG0A2YY9,1,25-3
7138,4026,3,25,ASEMC3G1PJ6SB,-1,25-3
7138,4026,3,25,A1XO6ONCCTBMKW,3,25-3
7138,4026,3,25,A2FCGEU5RTEWG8,1,25-3
7138,4026,3,25,A1IOMFFEKCWOIT,-2,25-3
7138,4026,3,25,AAWX7QFQUNM6D,1,25-3
7138,4026,3,25,AM0JKZVOEOTMA,3,25-3
7138,4026,3,25,A353KETOEN0W8T,3,25-3
7138,4026,3,25,A2R0YYUAWNT7UD,1,25-3
7138,4026,3,25,A13XXMDHOULEZ7,1,25-3
7138,4026,3,25,A2YHSU2IJZ9J14,3,25-3
7138,4026,3,25,A3UUH3632AI3ZX,0,25-3
7138,4026,3,25,A2J237J8KM3OCS,2,25-3
7138,4026,3,25,A3L3ZFL1NYFTCF,2,25-3
6029,6096,5,25,AISFU4P55HYEH,1,25-5
6029,6096,5,25,A2R0YYUAWNT7UD,-1,25-5
6029,6096,5,25,A28A3HF3LSEIDT,2,25-5
6029,6096,5,25,A3UUH3632AI3ZX,0,25-5
6029,6096,5,25,A3L3ZFL1NYFTCF,1,25-5
6029,6096,5,25,A1IOMFFEKCWOIT,-2,25-5
6029,6096,5,25,A353KETOEN0W8T,2,25-5
6029,6096,5,25,ASEMC3G1PJ6SB,0,25-5
6029,6096,5,25,A1IU5OP7BBZHZ7,0,25-5
6029,6096,5,25,A14PFRHG0A2YY9,0,25-5
6029,6096,5,25,A2YHSU2IJZ9J14,1,25-5
6029,6096,5,25,A2J237J8KM3OCS,1,25-5
6029,6096,5,25,AM0JKZVOEOTMA,-1,25-5
6029,6096,5,25,A3GXSHLBND9E92,0,25-5
7116,7128,6,25,A1IU5OP7BBZHZ7,-2,25-6
7116,7128,6,25,A3L3ZFL1NYFTCF,1,25-6
7116,7128,6,25,A2YHSU2IJZ9J14,-2,25-6
7116,7128,6,25,ASEMC3G1PJ6SB,-2,25-6
7116,7128,6,25,AISFU4P55HYEH,-1,25-6
7116,7128,6,25,A28A3HF3LSEIDT,-2,25-6
7116,7128,6,25,A14PFRHG0A2YY9,0,25-6
7116,7128,6,25,A3UUH3632AI3ZX,-3,25-6
7116,7128,6,25,A3GXSHLBND9E92,-2,25-6
7116,7128,6,25,A353KETOEN0W8T,-2,25-6
7116,7128,6,25,A2FCGEU5RTEWG8,-2,25-6
7116,7128,6,25,AM0JKZVOEOTMA,-3,25-6
7116,7128,6,25,A2J237J8KM3OCS,-2,25-6
7116,7128,6,25,A1XO6ONCCTBMKW,-2,25-6
7045,6053,7,25,A3UUH3632AI3ZX,0,25-7
7045,6053,7,25,A1IU5OP7BBZHZ7,0,25-7
7045,6053,7,25,AM0JKZVOEOTMA,0,25-7
7045,6053,7,25,A2YHSU2IJZ9J14,1,25-7
