cow_L,cow_R,question_num,HIT,Worker_id,response
6095,6096,1,2,ASEMC3G1PJ6SB,-2
5087,8083,7,2,A1XO6ONCCTBMKW,-3
5087,8083,7,2,AM0JKZVOEOTMA,-3
5087,8083,7,2,A1IU5OP7BBZHZ7,-3
5087,8083,7,2,A2YHSU2IJZ9J14,-1
5087,8083,7,2,A3L3ZFL1NYFTCF,-3
5087,8083,7,2,A14PFRHG0A2YY9,-2
5087,8083,7,2,A353KETOEN0W8T,-3
5087,8083,7,2,AAWX7QFQUNM6D,-1
5087,8083,7,2,A2J237J8KM3OCS,-3
5087,8083,7,2,A13XXMDHOULEZ7,-1
5087,8083,7,2,A2R0YYUAWNT7UD,-1
5087,8083,7,2,A3GXSHLBND9E92,-2
5087,8083,7,2,ASEMC3G1PJ6SB,-1
7064,6095,1,3,A1XO6ONCCTBMKW,2
7064,6095,1,3,AISFU4P55HYEH,-1
7064,6095,1,3,A1IU5OP7BBZHZ7,0
7064,6095,1,3,A14PFRHG0A2YY9,0
7064,6095,1,3,AAWX7QFQUNM6D,0
7064,6095,1,3,A3L3ZFL1NYFTCF,1
7064,6095,1,3,A353KETOEN0W8T,1
7064,6095,1,3,A2YHSU2IJZ9J14,-1
7064,6095,1,3,A2J237J8KM3OCS,-2
7064,6095,1,3,AM0JKZVOEOTMA,3
7064,6095,1,3,A13XXMDHOULEZ7,-1
7064,6095,1,3,A3GXSHLBND9E92,-1
7064,6095,1,3,A2R0YYUAWNT7UD,-1
6096,7114,3,3,A1XO6ONCCTBMKW,-2
6096,7114,3,3,AISFU4P55HYEH,-1
6096,7114,3,3,A1IU5OP7BBZHZ7,0
6096,7114,3,3,A14PFRHG0A2YY9,0
6096,7114,3,3,AAWX7QFQUNM6D,-1
6096,7114,3,3,A3L3ZFL1NYFTCF,2
6096,7114,3,3,A353KETOEN0W8T,-2
6096,7114,3,3,A2YHSU2IJZ9J14,2
6096,7114,3,3,A2J237J8KM3OCS,2
6096,7114,3,3,AM0JKZVOEOTMA,-1
6096,7114,3,3,A13XXMDHOULEZ7,0
6096,7114,3,3,A3GXSHLBND9E92,-1
6096,7114,3,3,A2R0YYUAWNT7UD,0
4035,6088,2,3,A1XO6ONCCTBMKW,-3
4035,6088,2,3,AISFU4P55HYEH,1
4035,6088,2,3,A1IU5OP7BBZHZ7,-1
4035,6088,2,3,A14PFRHG0A2YY9,0
4035,6088,2,3,AAWX7QFQUNM6D,-2
4035,6088,2,3,A3L3ZFL1NYFTCF,3
4035,6088,2,3,A353KETOEN0W8T,-3
4035,6088,2,3,A2YHSU2IJZ9J14,-3
4035,6088,2,3,A2J237J8KM3OCS,-3
4035,6088,2,3,AM0JKZVOEOTMA,-3
4035,6088,2,3,A13XXMDHOULEZ7,-1
4035,6088,2,3,A3GXSHLBND9E92,-2
4035,6088,2,3,A2R0YYUAWNT7UD,-2
4026,7060,9,3,AISFU4P55HYEH,1
4026,7060,9,3,A1IU5OP7BBZHZ7,-2
4026,7060,9,3,A14PFRHG0A2YY9,-1
4026,7060,9,3,AAWX7QFQUNM6D,-1
4026,7060,9,3,A3L3ZFL1NYFTCF,-2
4026,7060,9,3,A353KETOEN0W8T,-2
4026,7060,9,3,A2YHSU2IJZ9J14,-3
4026,7060,9,3,A2J237J8KM3OCS,-3
4026,7060,9,3,AM0JKZVOEOTMA,-3
4026,7060,9,3,A13XXMDHOULEZ7,-1
4026,7060,9,3,A3GXSHLBND9E92,-1
4026,7060,9,3,A2R0YYUAWNT7UD,-1
6096,7060,10,3,A1XO6ONCCTBMKW,-2
6096,7060,10,3,AISFU4P55HYEH,-1
6096,7060,10,3,A1IU5OP7BBZHZ7,0
6096,7060,10,3,A14PFRHG0A2YY9,0
6096,7060,10,3,AAWX7QFQUNM6D,0
6096,7060,10,3,A3L3ZFL1NYFTCF,-2
6096,7060,10,3,A353KETOEN0W8T,-2
6096,7060,10,3,A2YHSU2IJZ9J14,-1
6096,7060,10,3,AM0JKZVOEOTMA,-1
6096,7060,10,3,A13XXMDHOULEZ7,0
6096,7060,10,3,A3GXSHLBND9E92,0
6096,7060,10,3,A2R0YYUAWNT7UD,0
6096,4026,7,3,AISFU4P55HYEH,-1
6096,4026,7,3,A1IU5OP7BBZHZ7,1
6096,4026,7,3,A14PFRHG0A2YY9,0
6096,4026,7,3,AAWX7QFQUNM6D,-1
6096,4026,7,3,A3L3ZFL1NYFTCF,2
6096,4026,7,3,A353KETOEN0W8T,2
6096,4026,7,3,A2YHSU2IJZ9J14,3
6096,4026,7,3,A2J237J8KM3OCS,3
6096,4026,7,3,AM0JKZVOEOTMA,2
6096,4026,7,3,A13XXMDHOULEZ7,1
6096,4026,7,3,A3GXSHLBND9E92,0
6096,4026,7,3,A2R0YYUAWNT7UD,0
4026,6092,6,3,A1XO6ONCCTBMKW,-3
4026,6092,6,3,AISFU4P55HYEH,-1
4026,6092,6,3,A1IU5OP7BBZHZ7,-1
4026,6092,6,3,A14PFRHG0A2YY9,-1
4026,6092,6,3,AAWX7QFQUNM6D,-1
4026,6092,6,3,A3L3ZFL1NYFTCF,-2
4026,6092,6,3,A353KETOEN0W8T,-2
4026,6092,6,3,A2YHSU2IJZ9J14,-3
4026,6092,6,3,A2J237J8KM3OCS,-3
4026,6092,6,3,AM0JKZVOEOTMA,-3
4026,6092,6,3,A13XXMDHOULEZ7,1
4026,6092,6,3,A3GXSHLBND9E92,-1
4026,6092,6,3,A2R0YYUAWNT7UD,1
7163,7060,8,3,A1XO6ONCCTBMKW,-3
7163,7060,8,3,AISFU4P55HYEH,1
7163,7060,8,3,A1IU5OP7BBZHZ7,-1
7163,7060,8,3,A14PFRHG0A2YY9,-1
7163,7060,8,3,AAWX7QFQUNM6D,-1
7163,7060,8,3,A3L3ZFL1NYFTCF,2
7163,7060,8,3,A353KETOEN0W8T,-2
7163,7060,8,3,A2YHSU2IJZ9J14,1
7163,7060,8,3,A2J237J8KM3OCS,-2
7163,7060,8,3,AM0JKZVOEOTMA,-2
7163,7060,8,3,A13XXMDHOULEZ7,-1
7163,7060,8,3,A3GXSHLBND9E92,-1
7163,7060,8,3,A2R0YYUAWNT7UD,-1
7116,6088,8,4,A1XO6ONCCTBMKW,2
7116,6088,8,4,A1IU5OP7BBZHZ7,-1
7116,6088,8,4,A14PFRHG0A2YY9,-1
7116,6088,8,4,AAWX7QFQUNM6D,1
7116,6088,8,4,A353KETOEN0W8T,3
7116,6088,8,4,A3L3ZFL1NYFTCF,3
7116,6088,8,4,AZNIEFUIVB2H0,-3
7116,6088,8,4,A2J237J8KM3OCS,2
7116,6088,8,4,A2YHSU2IJZ9J14,-1
7116,6088,8,4,A13XXMDHOULEZ7,1
7116,6088,8,4,A3GXSHLBND9E92,-2
7116,6088,8,4,A2R0YYUAWNT7UD,-3
7116,6088,8,4,AM0JKZVOEOTMA,-3
7116,6088,8,4,ASEMC3G1PJ6SB,-2
7116,6088,8,4,A2FCGEU5RTEWG8,-1
5087,4026,3,4,A1IU5OP7BBZHZ7,-3
5087,4026,3,4,A14PFRHG0A2YY9,-1
5087,4026,3,4,AAWX7QFQUNM6D,-1
5087,4026,3,4,A353KETOEN0W8T,-3
5087,4026,3,4,A3L3ZFL1NYFTCF,-3
5087,4026,3,4,AZNIEFUIVB2H0,-3
5087,4026,3,4,A2J237J8KM3OCS,-2
5087,4026,3,4,A2YHSU2IJZ9J14,1
5087,4026,3,4,A13XXMDHOULEZ7,-2
5087,4026,3,4,A3GXSHLBND9E92,-2
5087,4026,3,4,A2R0YYUAWNT7UD,-2
5087,4026,3,4,AM0JKZVOEOTMA,-2
5087,4026,3,4,ASEMC3G1PJ6SB,-2
6053,6092,7,4,A1XO6ONCCTBMKW,2
6053,6092,7,4,A1IU5OP7BBZHZ7,0
6053,6092,7,4,A14PFRHG0A2YY9,0
6053,6092,7,4,AAWX7QFQUNM6D,0
6053,6092,7,4,A353KETOEN0W8T,-1
6053,6092,7,4,A3L3ZFL1NYFTCF,-1
6053,6092,7,4,AZNIEFUIVB2H0,-1
6053,6092,7,4,A2J237J8KM3OCS,-1
6053,6092,7,4,A2YHSU2IJZ9J14,-1
6053,6092,7,4,A13XXMDHOULEZ7,0
6053,6092,7,4,A3GXSHLBND9E92,0
6053,6092,7,4,A2R0YYUAWNT7UD,0
6053,6092,7,4,AM0JKZVOEOTMA,1
6053,6092,7,4,ASEMC3G1PJ6SB,1
6053,6092,7,4,A2FCGEU5RTEWG8,0
7138,6095,1,4,A1XO6ONCCTBMKW,2
7138,6095,1,4,A1IU5OP7BBZHZ7,1
7138,6095,1,4,A14PFRHG0A2YY9,1
7138,6095,1,4,AAWX7QFQUNM6D,1
7138,6095,1,4,A353KETOEN0W8T,2
7138,6095,1,4,A3L3ZFL1NYFTCF,-2
7138,6095,1,4,AZNIEFUIVB2H0,-1
7138,6095,1,4,A2J237J8KM3OCS,2
7138,6095,1,4,A2YHSU2IJZ9J14,2
7138,6095,1,4,A13XXMDHOULEZ7,1
7138,6095,1,4,A3GXSHLBND9E92,1
7138,6095,1,4,A2R0YYUAWNT7UD,2
7138,6095,1,4,AM0JKZVOEOTMA,2
7138,6095,1,4,ASEMC3G1PJ6SB,1
7138,6095,1,4,A2FCGEU5RTEWG8,-1
7045,6094,6,4,A1IU5OP7BBZHZ7,0
7045,6094,6,4,A14PFRHG0A2YY9,0
7045,6094,6,4,AAWX7QFQUNM6D,-1
7045,6094,6,4,A353KETOEN0W8T,-1
7045,6094,6,4,A3L3ZFL1NYFTCF,-1
7045,6094,6,4,AZNIEFUIVB2H0,-2
7045,6094,6,4,A2J237J8KM3OCS,-2
7045,6094,6,4,A2YHSU2IJZ9J14,1
7045,6094,6,4,A13XXMDHOULEZ7,0
7045,6094,6,4,A3GXSHLBND9E92,0
7045,6094,6,4,A2R0YYUAWNT7UD,-1
7045,6094,6,4,AM0JKZVOEOTMA,0
7045,6094,6,4,ASEMC3G1PJ6SB,-1
7045,6094,6,4,A2FCGEU5RTEWG8,1
7045,7136,4,4,A1IU5OP7BBZHZ7,0
7045,7136,4,4,A14PFRHG0A2YY9,0
7045,7136,4,4,AAWX7QFQUNM6D,0
7045,7136,4,4,A353KETOEN0W8T,-1
7045,7136,4,4,A3L3ZFL1NYFTCF,-1
7045,7136,4,4,AZNIEFUIVB2H0,2
7045,7136,4,4,A2J237J8KM3OCS,1
7045,7136,4,4,A2YHSU2IJZ9J14,1
7045,7136,4,4,A13XXMDHOULEZ7,0
7045,7136,4,4,A3GXSHLBND9E92,0
7045,7136,4,4,A2R0YYUAWNT7UD,1
7045,7136,4,4,AM0JKZVOEOTMA,1
7045,7136,4,4,ASEMC3G1PJ6SB,1
7045,7136,4,4,A2FCGEU5RTEWG8,2
6046,6068,10,4,A1XO6ONCCTBMKW,2
6046,6068,10,4,A1IU5OP7BBZHZ7,0
6046,6068,10,4,A14PFRHG0A2YY9,1
6046,6068,10,4,AAWX7QFQUNM6D,1
6046,6068,10,4,A353KETOEN0W8T,1
6046,6068,10,4,A3L3ZFL1NYFTCF,1
6046,6068,10,4,AZNIEFUIVB2H0,2
6046,6068,10,4,A2J237J8KM3OCS,2
6046,6068,10,4,A2YHSU2IJZ9J14,2
6046,6068,10,4,A13XXMDHOULEZ7,1
6046,6068,10,4,A3GXSHLBND9E92,1
6046,6068,10,4,A2R0YYUAWNT7UD,1
6046,6068,10,4,AM0JKZVOEOTMA,2
6046,6068,10,4,ASEMC3G1PJ6SB,1
6086,5118,9,4,A1XO6ONCCTBMKW,-2
6086,5118,9,4,A1IU5OP7BBZHZ7,-2
6086,5118,9,4,A14PFRHG0A2YY9,-1
6086,5118,9,4,AAWX7QFQUNM6D,0
6086,5118,9,4,A353KETOEN0W8T,-1
6086,5118,9,4,A3L3ZFL1NYFTCF,-3
6086,5118,9,4,AZNIEFUIVB2H0,-2
6086,5118,9,4,A2J237J8KM3OCS,-1
6086,5118,9,4,A2YHSU2IJZ9J14,-1
6086,5118,9,4,A13XXMDHOULEZ7,0
6086,5118,9,4,A3GXSHLBND9E92,-1
6086,5118,9,4,A2R0YYUAWNT7UD,0
6086,5118,9,4,AM0JKZVOEOTMA,-1
6086,5118,9,4,ASEMC3G1PJ6SB,-1
6086,5118,9,4,A2FCGEU5RTEWG8,-2
5087,6025,2,5,A28A3HF3LSEIDT,-1
5087,6025,2,5,A1IU5OP7BBZHZ7,-3
5087,6025,2,5,A1XO6ONCCTBMKW,-2
5087,6025,2,5,AAWX7QFQUNM6D,-3
5087,6025,2,5,A3L3ZFL1NYFTCF,-3
5087,6025,2,5,A14PFRHG0A2YY9,-2
5087,6025,2,5,A353KETOEN0W8T,-3
5087,6025,2,5,A2J237J8KM3OCS,-3
5087,6025,2,5,AZNIEFUIVB2H0,-2
5087,6025,2,5,A3GXSHLBND9E92,-3
5087,6025,2,5,A2YHSU2IJZ9J14,-3
5087,6025,2,5,A13XXMDHOULEZ7,-2
5087,6025,2,5,A2R0YYUAWNT7UD,-3
5087,6025,2,5,A2FCGEU5RTEWG8,-3
5087,6025,2,5,AM0JKZVOEOTMA,-3
5087,6025,2,5,ASEMC3G1PJ6SB,-2
4026,7109,3,5,A28A3HF3LSEIDT,-2
4026,7109,3,5,A1IU5OP7BBZHZ7,-1
4026,7109,3,5,A1XO6ONCCTBMKW,-3
4026,7109,3,5,AAWX7QFQUNM6D,-1
4026,7109,3,5,A3L3ZFL1NYFTCF,-2
4026,7109,3,5,A14PFRHG0A2YY9,-1
4026,7109,3,5,A353KETOEN0W8T,-2
4026,7109,3,5,A2J237J8KM3OCS,-2
4026,7109,3,5,AZNIEFUIVB2H0,2
4026,7109,3,5,A3GXSHLBND9E92,-1
4026,7109,3,5,A2YHSU2IJZ9J14,-3
4026,7109,3,5,A13XXMDHOULEZ7,-1
4026,7109,3,5,A2R0YYUAWNT7UD,1
4026,7109,3,5,A2FCGEU5RTEWG8,-2
4026,7109,3,5,AM0JKZVOEOTMA,-3
4026,7109,3,5,ASEMC3G1PJ6SB,0
5087,7163,4,5,A28A3HF3LSEIDT,-1
5087,7163,4,5,A1IU5OP7BBZHZ7,-3
5087,7163,4,5,AAWX7QFQUNM6D,-1
5087,7163,4,5,A3L3ZFL1NYFTCF,-3
5087,7163,4,5,A14PFRHG0A2YY9,-2
5087,7163,4,5,A353KETOEN0W8T,-3
5087,7163,4,5,A2J237J8KM3OCS,-2
5087,7163,4,5,AZNIEFUIVB2H0,-2
5087,7163,4,5,A3GXSHLBND9E92,-3
5087,7163,4,5,A2YHSU2IJZ9J14,-1
5087,7163,4,5,A13XXMDHOULEZ7,-1
5087,7163,4,5,A2FCGEU5RTEWG8,-1
5087,7163,4,5,AM0JKZVOEOTMA,-3
5087,7163,4,5,ASEMC3G1PJ6SB,-2
6094,6088,5,5,A28A3HF3LSEIDT,1
6094,6088,5,5,A1IU5OP7BBZHZ7,2
6094,6088,5,5,A1XO6ONCCTBMKW,2
6094,6088,5,5,AAWX7QFQUNM6D,1
6094,6088,5,5,A3L3ZFL1NYFTCF,3
6094,6088,5,5,A14PFRHG0A2YY9,1
6094,6088,5,5,A353KETOEN0W8T,3
6094,6088,5,5,A2J237J8KM3OCS,3
6094,6088,5,5,AZNIEFUIVB2H0,2
6094,6088,5,5,A3GXSHLBND9E92,2
6094,6088,5,5,A2YHSU2IJZ9J14,2
6094,6088,5,5,A13XXMDHOULEZ7,2
6094,6088,5,5,A2R0YYUAWNT7UD,1
6094,6088,5,5,A2FCGEU5RTEWG8,0
6094,6088,5,5,AM0JKZVOEOTMA,2
6094,6088,5,5,ASEMC3G1PJ6SB,1
4035,6094,8,5,A28A3HF3LSEIDT,1
4035,6094,8,5,A1IU5OP7BBZHZ7,-3
4035,6094,8,5,A1XO6ONCCTBMKW,-3
4035,6094,8,5,AAWX7QFQUNM6D,-3
4035,6094,8,5,A3L3ZFL1NYFTCF,-3
4035,6094,8,5,A14PFRHG0A2YY9,-1
4035,6094,8,5,A353KETOEN0W8T,-3
4035,6094,8,5,A2J237J8KM3OCS,-3
4035,6094,8,5,AZNIEFUIVB2H0,-2
4035,6094,8,5,A3GXSHLBND9E92,-2
4035,6094,8,5,A2YHSU2IJZ9J14,-3
4035,6094,8,5,A13XXMDHOULEZ7,-3
4035,6094,8,5,A2R0YYUAWNT7UD,-2
4035,6094,8,5,A2FCGEU5RTEWG8,-2
4035,6094,8,5,AM0JKZVOEOTMA,-3
4035,6094,8,5,ASEMC3G1PJ6SB,-1
6068,7116,9,5,A28A3HF3LSEIDT,2
6068,7116,9,5,A1IU5OP7BBZHZ7,0
6068,7116,9,5,A1XO6ONCCTBMKW,2
6068,7116,9,5,AAWX7QFQUNM6D,1
6068,7116,9,5,A3L3ZFL1NYFTCF,1
6068,7116,9,5,A14PFRHG0A2YY9,1
6068,7116,9,5,A353KETOEN0W8T,1
6068,7116,9,5,A2J237J8KM3OCS,3
6068,7116,9,5,AZNIEFUIVB2H0,3
6068,7116,9,5,A3GXSHLBND9E92,2
6068,7116,9,5,A2YHSU2IJZ9J14,2
6068,7116,9,5,A13XXMDHOULEZ7,1
6068,7116,9,5,A2R0YYUAWNT7UD,3
6068,7116,9,5,A2FCGEU5RTEWG8,1
6068,7116,9,5,AM0JKZVOEOTMA,3
6068,7116,9,5,ASEMC3G1PJ6SB,2
6068,6092,1,5,A28A3HF3LSEIDT,-1
6068,6092,1,5,A1IU5OP7BBZHZ7,-1
6068,6092,1,5,A1XO6ONCCTBMKW,-2
6068,6092,1,5,AAWX7QFQUNM6D,-1
6068,6092,1,5,A3L3ZFL1NYFTCF,-1
6068,6092,1,5,A14PFRHG0A2YY9,0
6068,6092,1,5,A353KETOEN0W8T,-1
6068,6092,1,5,A2J237J8KM3OCS,-2
6068,6092,1,5,AZNIEFUIVB2H0,-1
6068,6092,1,5,A3GXSHLBND9E92,0
6068,6092,1,5,A2YHSU2IJZ9J14,-1
6068,6092,1,5,A13XXMDHOULEZ7,0
6068,6092,1,5,A2R0YYUAWNT7UD,0
6068,6092,1,5,A2FCGEU5RTEWG8,-1
6068,6092,1,5,AM0JKZVOEOTMA,-1
6068,6092,1,5,ASEMC3G1PJ6SB,-1
4008,7163,7,5,A28A3HF3LSEIDT,-1
4008,7163,7,5,A1IU5OP7BBZHZ7,-2
4008,7163,7,5,A1XO6ONCCTBMKW,2
4008,7163,7,5,AAWX7QFQUNM6D,-1
4008,7163,7,5,A3L3ZFL1NYFTCF,2
4008,7163,7,5,A14PFRHG0A2YY9,-1
4008,7163,7,5,A353KETOEN0W8T,1
4008,7163,7,5,A2J237J8KM3OCS,-2
4008,7163,7,5,AZNIEFUIVB2H0,-2
4008,7163,7,5,A3GXSHLBND9E92,-2
4008,7163,7,5,A2YHSU2IJZ9J14,-2
4008,7163,7,5,A13XXMDHOULEZ7,-1
4008,7163,7,5,A2R0YYUAWNT7UD,1
4008,7163,7,5,A2FCGEU5RTEWG8,-1
4008,7163,7,5,AM0JKZVOEOTMA,-1
4008,7163,7,5,ASEMC3G1PJ6SB,-1
6095,8083,3,6,A1IU5OP7BBZHZ7,0
6095,8083,3,6,A3L3ZFL1NYFTCF,-3
6095,8083,3,6,AISFU4P55HYEH,-1
6095,8083,3,6,AAWX7QFQUNM6D,1
6095,8083,3,6,A353KETOEN0W8T,-2
6095,8083,3,6,A2J237J8KM3OCS,1
6095,8083,3,6,A2FCGEU5RTEWG8,1
6095,8083,3,6,A2YHSU2IJZ9J14,1
6095,8083,3,6,AZNIEFUIVB2H0,2
6095,8083,3,6,A3GXSHLBND9E92,-1
6095,8083,3,6,A2R0YYUAWNT7UD,0
6095,8083,3,6,A13XXMDHOULEZ7,0
6095,8083,3,6,ASEMC3G1PJ6SB,-1
6096,6088,4,6,A1IU5OP7BBZHZ7,1
6096,6088,4,6,A1XO6ONCCTBMKW,3
6096,6088,4,6,A3L3ZFL1NYFTCF,3
6096,6088,4,6,AISFU4P55HYEH,1
6096,6088,4,6,AAWX7QFQUNM6D,2
6096,6088,4,6,A353KETOEN0W8T,3
6096,6088,4,6,A2J237J8KM3OCS,3
6096,6088,4,6,A2FCGEU5RTEWG8,2
6096,6088,4,6,A2YHSU2IJZ9J14,2
6096,6088,4,6,AZNIEFUIVB2H0,2
6096,6088,4,6,A3GXSHLBND9E92,1
6096,6088,4,6,A2R0YYUAWNT7UD,1
6096,6088,4,6,A13XXMDHOULEZ7,1
6096,6088,4,6,ASEMC3G1PJ6SB,1
7116,8083,2,6,A1IU5OP7BBZHZ7,-1
7116,8083,2,6,A1IOMFFEKCWOIT,-3
7116,8083,2,6,A1XO6ONCCTBMKW,-2
7116,8083,2,6,A3L3ZFL1NYFTCF,2
7116,8083,2,6,AISFU4P55HYEH,-2
7116,8083,2,6,AAWX7QFQUNM6D,-1
7116,8083,2,6,A353KETOEN0W8T,1
7116,8083,2,6,A2J237J8KM3OCS,-3
7116,8083,2,6,A2FCGEU5RTEWG8,-1
7116,8083,2,6,A2YHSU2IJZ9J14,-1
7116,8083,2,6,AZNIEFUIVB2H0,-3
7116,8083,2,6,A3GXSHLBND9E92,-1
7116,8083,2,6,A2R0YYUAWNT7UD,-1
7116,8083,2,6,A13XXMDHOULEZ7,-1
7116,8083,2,6,ASEMC3G1PJ6SB,-1
6029,6095,5,6,A1IU5OP7BBZHZ7,0
6029,6095,5,6,A1IOMFFEKCWOIT,-2
6029,6095,5,6,A3L3ZFL1NYFTCF,2
6029,6095,5,6,AISFU4P55HYEH,1
6029,6095,5,6,AAWX7QFQUNM6D,1
6029,6095,5,6,A353KETOEN0W8T,2
6029,6095,5,6,A2J237J8KM3OCS,2
6029,6095,5,6,A2FCGEU5RTEWG8,0
6029,6095,5,6,A2YHSU2IJZ9J14,1
6029,6095,5,6,AZNIEFUIVB2H0,1
6029,6095,5,6,A3GXSHLBND9E92,1
6029,6095,5,6,A2R0YYUAWNT7UD,1
6029,6095,5,6,A13XXMDHOULEZ7,0
6029,6095,5,6,ASEMC3G1PJ6SB,1
7116,7136,7,6,A1IU5OP7BBZHZ7,-2
7116,7136,7,6,A1IOMFFEKCWOIT,-2
7116,7136,7,6,A3L3ZFL1NYFTCF,-2
7116,7136,7,6,AISFU4P55HYEH,-2
7116,7136,7,6,AAWX7QFQUNM6D,-2
7116,7136,7,6,A353KETOEN0W8T,1
7116,7136,7,6,A2J237J8KM3OCS,-3
7116,7136,7,6,A2FCGEU5RTEWG8,-2
7116,7136,7,6,A2YHSU2IJZ9J14,-3
7116,7136,7,6,AZNIEFUIVB2H0,-3
7116,7136,7,6,A3GXSHLBND9E92,-2
7116,7136,7,6,A2R0YYUAWNT7UD,-2
7116,7136,7,6,A13XXMDHOULEZ7,-1
7116,7136,7,6,ASEMC3G1PJ6SB,-2
6095,7114,8,6,A1IU5OP7BBZHZ7,0
6095,7114,8,6,A1IOMFFEKCWOIT,-2
6095,7114,8,6,A3L3ZFL1NYFTCF,-3
6095,7114,8,6,AISFU4P55HYEH,-1
6095,7114,8,6,AAWX7QFQUNM6D,-1
6095,7114,8,6,A353KETOEN0W8T,2
6095,7114,8,6,A2J237J8KM3OCS,-3
6095,7114,8,6,A2FCGEU5RTEWG8,-1
6095,7114,8,6,A2YHSU2IJZ9J14,1
6095,7114,8,6,AZNIEFUIVB2H0,-2
6095,7114,8,6,A3GXSHLBND9E92,-2
6095,7114,8,6,A2R0YYUAWNT7UD,-1
6095,7114,8,6,A13XXMDHOULEZ7,-1
6095,7114,8,6,ASEMC3G1PJ6SB,-1
7045,7138,9,6,A1IU5OP7BBZHZ7,-1
7045,7138,9,6,A1XO6ONCCTBMKW,2
7045,7138,9,6,A3L3ZFL1NYFTCF,2
7045,7138,9,6,AISFU4P55HYEH,1
7045,7138,9,6,AAWX7QFQUNM6D,-1
7045,7138,9,6,A353KETOEN0W8T,3
7045,7138,9,6,A2J237J8KM3OCS,-2
7045,7138,9,6,A2FCGEU5RTEWG8,-1
7045,7138,9,6,A2YHSU2IJZ9J14,1
7045,7138,9,6,AZNIEFUIVB2H0,-2
7045,7138,9,6,A3GXSHLBND9E92,0
7045,7138,9,6,A2R0YYUAWNT7UD,0
7045,7138,9,6,A13XXMDHOULEZ7,0
7045,7138,9,6,ASEMC3G1PJ6SB,0
6068,8083,10,6,A1IU5OP7BBZHZ7,0
6068,8083,10,6,A1IOMFFEKCWOIT,2
6068,8083,10,6,A1XO6ONCCTBMKW,-2
6068,8083,10,6,A3L3ZFL1NYFTCF,2
6068,8083,10,6,AISFU4P55HYEH,-1
6068,8083,10,6,AAWX7QFQUNM6D,2
6068,8083,10,6,A353KETOEN0W8T,2
6068,8083,10,6,A2J237J8KM3OCS,2
6068,8083,10,6,A2FCGEU5RTEWG8,0
6068,8083,10,6,A2YHSU2IJZ9J14,1
6068,8083,10,6,AZNIEFUIVB2H0,1
6068,8083,10,6,A3GXSHLBND9E92,1
6068,8083,10,6,A2R0YYUAWNT7UD,0
6068,8083,10,6,A13XXMDHOULEZ7,0
6068,8083,10,6,ASEMC3G1PJ6SB,1
6086,7163,1,7,A1IU5OP7BBZHZ7,0
6086,7163,1,7,A3L3ZFL1NYFTCF,-3
6086,7163,1,7,AISFU4P55HYEH,-2
6086,7163,1,7,AAWX7QFQUNM6D,1
6086,7163,1,7,A14PFRHG0A2YY9,1
6086,7163,1,7,A2J237J8KM3OCS,3
6086,7163,1,7,A2YHSU2IJZ9J14,3
6086,7163,1,7,A3GXSHLBND9E92,-1
6086,7163,1,7,A13XXMDHOULEZ7,1
5087,4008,2,7,A1IU5OP7BBZHZ7,-2
5087,4008,2,7,A3L3ZFL1NYFTCF,-3
5087,4008,2,7,AISFU4P55HYEH,-3
5087,4008,2,7,AAWX7QFQUNM6D,-1
5087,4008,2,7,A14PFRHG0A2YY9,-1
5087,4008,2,7,A2J237J8KM3OCS,-2
5087,4008,2,7,A2YHSU2IJZ9J14,1
5087,4008,2,7,A3GXSHLBND9E92,-2
5087,4008,2,7,A13XXMDHOULEZ7,-1
6086,7109,9,7,A1IU5OP7BBZHZ7,-1
6086,7109,9,7,A3L3ZFL1NYFTCF,-3
6086,7109,9,7,AISFU4P55HYEH,-2
6086,7109,9,7,AAWX7QFQUNM6D,1
6086,7109,9,7,A14PFRHG0A2YY9,-1
6086,7109,9,7,A2J237J8KM3OCS,-3
6086,7109,9,7,A2YHSU2IJZ9J14,-1
6086,7109,9,7,A3GXSHLBND9E92,-1
6086,7109,9,7,A13XXMDHOULEZ7,0
6053,7109,7,7,A1IU5OP7BBZHZ7,0
6053,7109,7,7,A3L3ZFL1NYFTCF,-2
6053,7109,7,7,AISFU4P55HYEH,-2
6053,7109,7,7,AAWX7QFQUNM6D,0
6053,7109,7,7,A14PFRHG0A2YY9,-1
6053,7109,7,7,A2J237J8KM3OCS,1
6053,7109,7,7,A2YHSU2IJZ9J14,1
6053,7109,7,7,A3GXSHLBND9E92,0
6053,7109,7,7,A13XXMDHOULEZ7,0
7138,4035,6,7,A1IU5OP7BBZHZ7,1
7138,4035,6,7,A3L3ZFL1NYFTCF,3
7138,4035,6,7,AISFU4P55HYEH,3
7138,4035,6,7,AAWX7QFQUNM6D,3
7138,4035,6,7,A14PFRHG0A2YY9,1
7138,4035,6,7,A2J237J8KM3OCS,3
7138,4035,6,7,A2YHSU2IJZ9J14,3
7138,4035,6,7,A3GXSHLBND9E92,2
7138,4035,6,7,A13XXMDHOULEZ7,3
4035,4026,3,7,A1IU5OP7BBZHZ7,0
4035,4026,3,7,A3L3ZFL1NYFTCF,-3
4035,4026,3,7,AISFU4P55HYEH,-2
4035,4026,3,7,AAWX7QFQUNM6D,-1
4035,4026,3,7,A14PFRHG0A2YY9,-1
4035,4026,3,7,A2J237J8KM3OCS,-3
4035,4026,3,7,A2YHSU2IJZ9J14,-1
4035,4026,3,7,A3GXSHLBND9E92,-3
